737-322,07/27/2006,BOEING,415,0,689.0,7773.1122
A320-211,05/07/1992,AIRBUS INDUSTRIE,677,0,1630.0,17985.98384
737-322,06/08/2006,BOEING,755,0,963.0,12585.0388
757-224,06/27/1994,BOEING,157,0,1066.0,12383.8713
757-224,07/01/1998,BOEING,157,0,690.0,8255.9142
A320-211,06/08/1992,AIRBUS INDUSTRIE,671,0,3252.0,37220.81552
737-322,06/08/2006,BOEING,755,0,983.0,11313.6602
DC-9-32,12/02/1994,DOUGLAS,876,0,535.0,6178.25626
767-223,04/02/1987,BOEING,677,0,3541.0,41595.00164
737-3B7,06/20/2001,BOEING,2454,5,7289.0,78526.13596
A320-211,06/11/1992,AIRBUS INDUSTRIE,677,0,3266.0,35931.73418
737-322,07/14/2004,BOEING,755,0,1398.0,16510.21906
A320-211,07/10/1992,AIRBUS INDUSTRIE,677,0,1588.0,17844.36192
737-322,07/14/2004,BOEING,1034,0,1497.0,17940.92232
